1.4324 0.98680 0.00834
1.4367 0.97408 0.00890
1.4409 0.98737 0.00909
1.4452 0.98464 0.00878
1.4494 0.99293 0.00937
1.4537 0.97266 0.00902
1.4579 0.99133 0.00962
1.4621 0.98162 0.00977
1.4664 0.98982 0.00881
1.4706 0.98030 0.00937
1.4748 0.98577 0.00946
1.4790 0.98633 0.01007
1.4833 0.98812 0.00904
1.4875 0.98690 0.00873
1.4917 0.99925 0.00910
1.4959 0.98096 0.00870
1.5001 1.00000 0.00986
1.5043 0.97606 0.00935
1.5085 0.99764 0.00952
1.5127 0.98548 0.00986
1.5169 0.98897 0.01015
1.5211 0.98982 0.00905
1.5253 1.01103 0.00934
1.5295 0.97361 0.00980
1.5336 1.00641 0.00944
1.5378 0.96946 0.00925
1.5420 1.00255 0.01056
1.5462 0.97361 0.01022
1.5503 0.99444 0.00944
1.5545 0.99142 0.00899
1.5586 0.99255 0.00925
1.5628 0.97983 0.00990
1.5669 1.00839 0.01052
1.5710 0.97728 0.00886
1.5752 1.01320 0.00923
1.5793 0.97257 0.00883
1.5834 1.00198 0.01042
1.5875 0.98153 0.00964
1.5917 1.00490 0.01016
1.5958 0.98011 0.01134
1.5999 0.99727 0.00933
1.6040 0.97747 0.00949
1.6080 1.00462 0.01002
1.6121 0.98115 0.01004
1.6162 0.99340 0.00957
1.6203 0.98426 0.00939
1.6244 1.00302 0.01036
1.6284 0.99236 0.00976
1.6325 1.00905 0.01011
1.6365 0.98991 0.00936
1.6406 1.00716 0.01131
1.6446 0.98737 0.00974
1.6487 0.99906 0.01048
1.6527 0.98869 0.00988
1.6567 1.00386 0.00962
1.6607 0.98605 0.00890
1.6647 1.01093 0.01032
1.6687 0.99604 0.00978
1.6727 1.01131 0.01067
1.6767 1.00848 0.01073
1.6807 1.00801 0.01184
1.6847 0.98916 0.01036
1.6887 1.00537 0.01093
1.6926 0.99576 0.00890
1.6966 1.00914 0.01088
1.7005 1.00566 0.01138
1.7045 1.00189 0.01077
1.7084 0.99642 0.00939
1.7124 1.00971 0.01074
1.7163 0.99472 0.00957
1.7202 1.01876 0.00989
1.7241 1.00707 0.01138
1.7280 1.01423 0.01069
1.7319 1.00396 0.01043
1.7358 1.01499 0.01001
1.7397 1.00028 0.00993
1.7436 1.01489 0.01083
1.7475 0.99840 0.01033
1.7513 1.01885 0.01071
1.7552 1.00358 0.01107
1.7590 1.02102 0.01174
1.7629 1.00339 0.01036
1.7667 1.01791 0.00995
1.7705 1.01141 0.01155
1.7744 1.02573 0.01183
1.7782 1.00198 0.01085
1.7820 1.03035 0.01293
1.7858 1.01876 0.01165
1.7896 1.02140 0.01491
1.7934 1.00302 0.01136
1.7971 1.02969 0.01300
1.8009 1.00924 0.01364
1.8047 1.01621 0.01084
1.8084 1.01678 0.01218
1.8122 1.02498 0.01267
1.8159 1.01763 0.01092
1.8196 1.02715 0.01040
1.8234 1.00773 0.01237
1.8271 1.02404 0.01116
1.8308 1.00848 0.01207
1.8345 1.02366 0.01354
1.8382 1.03177 0.01171
1.8419 1.04770 0.01170
1.8456 1.02856 0.00919
1.8492 1.04392 0.01076
1.8529 1.02470 0.01138
1.8566 1.04147 0.01040
1.8602 1.03158 0.00951
1.8639 1.03488 0.01195
1.8675 1.03195 0.01171
1.8711 1.04223 0.01259
1.8747 1.03544 0.01017
1.8784 1.03808 0.00986
1.8820 1.01744 0.01226
1.8856 1.03987 0.01416
1.8892 1.03497 0.01398
1.8927 1.04374 0.01140
1.8963 1.03148 0.01029
1.8999 1.05514 0.01145
1.9034 1.02620 0.01146
1.9070 1.05580 0.01204
1.9105 1.02894 0.01292
1.9141 1.04213 0.01183
1.9176 1.04270 0.01532
1.9211 1.03563 0.01195
1.9246 1.02027 0.01189
1.9281 1.04572 0.01283
1.9316 1.03252 0.01070
1.9351 1.04845 0.01308
1.9386 1.04204 0.01205
1.9421 1.04647 0.01253
1.9455 1.02988 0.01148
1.9490 1.03667 0.01211
1.9525 1.03139 0.01397
1.9559 1.04317 0.01321
1.9593 1.03865 0.01087
1.9628 1.05081 0.01224
1.9662 1.02837 0.01184
1.9696 1.04063 0.01376
1.9730 1.03365 0.01217
1.9764 1.05165 0.01158
1.9798 1.03846 0.01226
1.9832 1.06023 0.01289
1.9866 1.03412 0.01135
1.9899 1.05175 0.01309
1.9933 1.04704 0.01331
1.9967 1.05316 0.01271
2.0000 1.03657 0.01241
2.0033 1.05184 0.01217
2.0067 1.04166 0.01040
2.0100 1.04920 0.01193
2.0133 1.03422 0.01157
2.0166 1.04515 0.01214
2.0199 1.04147 0.01297
2.0232 1.04713 0.01427
2.0265 1.04421 0.01369
2.0298 1.05326 0.01309
2.0331 1.03959 0.01088
2.0364 1.04986 0.01355
2.0396 1.04845 0.01300
2.0429 1.06221 0.01170
2.0461 1.03686 0.01059
2.0494 1.05326 0.01255
2.0526 1.05288 0.01302
2.0558 1.03440 0.01165
2.0590 1.03714 0.01218
2.0623 1.05448 0.01365
2.0655 1.03591 0.01358
2.0687 1.04779 0.01371
2.0719 1.03902 0.01227
2.0750 1.05194 0.01364
2.0782 1.04185 0.01220
2.0814 1.04619 0.01299
2.0846 1.05335 0.01357
2.0877 1.05722 0.01272
2.0909 1.04883 0.01238
2.0940 1.06334 0.01199
2.0972 1.04685 0.01276
2.1003 1.06117 0.01344
2.1034 1.04694 0.01276
2.1066 1.06306 0.01384
2.1097 1.05948 0.01335
2.1128 1.06165 0.01513
2.1159 1.04506 0.01330
2.1190 1.05957 0.01455
2.1221 1.04892 0.01371
2.1252 1.06033 0.01431
2.1283 1.05599 0.01398
2.1313 1.05024 0.01301
2.1344 1.05335 0.01341
2.1375 1.06080 0.01391
2.1405 1.04600 0.01252
2.1436 1.05495 0.01397
2.1466 1.05891 0.01265
2.1497 1.06193 0.01305
2.1527 1.04675 0.01215
2.1558 1.06325 0.01424
2.1588 1.04477 0.01450
2.1618 1.05872 0.01471
2.1648 1.04562 0.01275
2.1678 1.05844 0.01304
2.1708 1.04411 0.01176
2.1738 1.05618 0.01382
2.1768 1.05128 0.01404
2.1798 1.06004 0.01504
2.1828 1.06108 0.01488
2.1858 1.06259 0.01555
2.1888 1.06033 0.01344
2.1918 1.06711 0.01362
2.1947 1.04138 0.01506
2.1977 1.06080 0.01456
2.2007 1.05665 0.01350
2.2036 1.06042 0.01488
2.2066 1.05825 0.01654
2.2095 1.06636 0.01474
2.2125 1.04685 0.01484
2.2154 1.06674 0.01466
2.2183 1.05750 0.01824
2.2213 1.06579 0.01506
2.2242 1.06099 0.01391
2.2271 1.05722 0.01553
2.2301 1.06240 0.01546
2.2330 1.06806 0.01402
2.2359 1.05401 0.01519
2.2388 1.06683 0.01507
2.2417 1.06099 0.01432
2.2446 1.06466 0.01605
2.2475 1.06485 0.01401
2.2504 1.06589 0.01681
2.2533 1.05571 0.01628
2.2562 1.07126 0.01802
2.2591 1.05872 0.01654
2.2620 1.07399 0.01501
2.2649 1.06014 0.01431
2.2678 1.06438 0.01698
2.2707 1.05382 0.01569
2.2736 1.06485 0.01724
2.2764 1.05627 0.01636
2.2793 1.07381 0.01812
2.2822 1.05165 0.01469
2.2851 1.07616 0.01778
2.2879 1.05722 0.01653
2.2908 1.07447 0.01881
2.2937 1.05863 0.01671
2.2966 1.06089 0.01646
2.2994 1.07013 0.01888
2.3023 1.06523 0.01749
2.3051 1.06542 0.01896
2.3080 1.06730 0.01673
2.3109 1.05929 0.01570
2.3137 1.06626 0.01878
2.3166 1.06692 0.01931
2.3195 1.06598 0.01827
2.3223 1.07041 0.01734
2.3252 1.07220 0.01871
2.3280 1.06494 0.02070
2.3309 1.06853 0.01649
2.3338 1.06815 0.01657
2.3366 1.06975 0.01742
2.3395 1.06080 0.01894
2.3423 1.06287 0.01800
2.3452 1.06504 0.01749
2.3481 1.08625 0.02041
2.3509 1.07107 0.01700
2.3538 1.08512 0.01875
2.3567 1.07173 0.01880
2.3595 1.07635 0.01873
2.3653 1.06400 0.01564
2.3854 1.07899 0.01899
2.3883 1.06664 0.02009
2.3911 1.07088 0.02133
2.3940 1.07974 0.02259
2.3969 1.07522 0.02064
2.3998 1.08700 0.01988
2.4027 1.07503 0.02029
2.4056 1.06674 0.02346
2.4085 1.07418 0.01959
2.4114 1.06796 0.02275
2.4143 1.07277 0.01950
2.4172 1.08615 0.02128
2.4201 1.07861 0.02206
2.4231 1.07173 0.02151
2.4260 1.07267 0.02178
2.4289 1.08238 0.02421
2.4318 1.07352 0.02223
2.4348 1.05571 0.02397
2.4377 1.06589 0.02498
2.4407 1.07682 0.02188
2.4436 1.07475 0.02330
2.4466 1.09341 0.02378
2.4495 1.08248 0.02474
2.4704 1.06890 0.04818
2.4734 1.04892 0.03444
2.4764 1.05967 0.02686
2.4794 1.07673 0.02935
2.4825 1.06721 0.02274
2.4855 1.08512 0.02628
2.4885 1.08012 0.02754
2.4916 1.04722 0.02602
2.4946 1.09341 0.03322
2.4977 1.06919 0.02688
2.5008 1.08087 0.02718
